,Employer,Orbis_ID,BvD_ID,fyear,CEI,State,Voluntary,Democratic_Lean,State_name,Region_Midwest,Region_Northeast,Region_South,Region_West,current_assets,lt_debt,TobinsQ,net_debt,Employees,ROA,RD_expenses,total_assets,LT_debt_to_assets,Net_debt_to_current_assets,Net_debt>0,ln_Employees,BvD sectors,Sector,public_scrutiny,consumer_proximity,litigation_risk,injury_risk,age,time_trend
5647,Reinsurance Group of America Inc.,000973537,US431627032,2016,20.0,MO,0.0,-18.63711700292494,MISSOURI,True,False,False,False,,,0.152,,2482.0,1.321,,53097879.0,,,,7.8168199657645525,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,24.0,6
5648,Reliance Steel & Aluminum Co.,000042804,US951142616,2016,10.0,CA,0.0,30.10929306611845,CALIFORNIA,False,False,False,True,2688500.0,1846700.0,0.779,1806400.0,14500.0,4.106,,7411300.0,0.2491735592945907,0.6718988283429421,1.0,9.581903928408666,Wholesale,Wholesalers,Low,Low,Low,Low,1.0,6
5649,Replacements Ltd.,000297369,US127138898L,2016,100.0,NC,1.0,-3.655228527970941,NORTH CAROLINA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,35.0,6
5650,"Republic Services, Inc.",000158212,US650716904,2016,80.0,AZ,1.0,-3.543962396503915,ARIZONA,False,False,False,True,1284500.0,7653100.0,0.939,7591100.0,33000.0,2.97,,20629600.0,0.37097665490363363,5.909770338653172,1.0,10.404262840448617,Waste Management & Treatment,Industrials,Low,Low,Low,High,20.0,6
5651,Reynolds American Inc.,009829355,US200546644,2016,80.0,NC,1.0,-3.655228527970941,NORTH CAROLINA,False,False,True,False,4238000.0,12664000.0,1.564,11114000.0,5550.0,11.886,101000.0,51095000.0,0.24785204031705646,2.6224634261444075,1.0,8.62155320674048,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,12.0,6
5652,Rite Aid Corp.,000091315,US231614034,2016,65.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,5065288.0,3273092.0,0.495,3045391.0,88700.0,0.035,,11593752.0,0.2823151642367372,0.6012276103550281,1.0,11.393015168297671,Retail,Retailing,Low,Low,Low,Low,48.0,6
5653,Robert Half,000293349,US941648752,2016,85.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,1284234.0,840.0,3.536,-259194.0,16400.0,19.314,,1777971.0,0.000472448650737273,-0.20182770429688046,0.0,9.70503661381229,Business Services,Business Services,Low,Low,Low,Low,37.0,6
5654,Robert W. Baird & Co. Incorporated,546070240,US117659865GN,2016,95.0,WI,1.0,-0.7643431950674611,WISCONSIN,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,10.0,6
5655,Robins Kaplan LLP,000437041,US126449901L,2016,100.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,77.0,6
5656,Rockland Trust Co.,000003933,US041782600,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,,,,,1103.0,1.046,,7707973.0,,,,7.005789019253503,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,109.0,6
5657,Rockwell Automation Inc.,051390222,US251797617,2016,100.0,WI,1.0,-0.7643431950674611,WISCONSIN,True,False,False,False,4185000.0,1516300.0,2.229,-464300.0,22000.0,10.276,319300.0,7101200.0,0.21352729116205713,-0.11094384707287933,0.0,9.998797732340453,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,20.0,6
5658,Rolls-Royce North America (USA) Holdings Co.,345636295,US*110166023245,2016,60.0,VA,1.0,5.323705819493654,VIRGINIA,False,False,True,False,,,,,,,,,,,,,,,,,,,,6
5659,Ropes & Gray LLP,000468094,US223641299L,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,151.0,6
5660,Ross Stores Inc.,000194766,US941390387,2016,80.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,2813049.0,396493.0,4.907,-715106.0,78600.0,21.051,,5309351.0,0.07467824221830502,-0.25421028926264705,0.0,11.272126978417297,Retail,Retailing,Low,Low,Low,Low,27.0,6
5661,Royal Caribbean Group,001627181,LR30002MX,2016,100.0,FL,1.0,-1.198625610785683,FLORIDA,False,False,True,False,748305.0,8101701.0,0.789,9254833.0,66000.0,5.752,0.0,22310324.0,0.3631368598681041,12.36772839951624,1.0,11.097410021008562,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,31.0,6
5662,Ryder System Inc.,000043049,US590739250,2016,85.0,FL,1.0,-1.198625610785683,FLORIDA,False,False,True,False,1101557.0,4599864.0,0.365,5332473.0,34500.0,2.413,,10902454.0,0.4219108835497036,4.840850723112831,1.0,10.448714603019452,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,61.0,6
5663,S.C. Johnson & Son Inc.,000037031,US132097588L,2016,100.0,WI,1.0,-0.7643431950674611,WISCONSIN,True,False,False,False,,,,,,,,,,,,,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,130.0,6
5664,Saatchi & Saatchi North America Inc.,221166862,US253526462L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,108.0,6
5665,Sabre Corporation,175330285,US208647322,2016,65.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,853381.0,3276281.0,1.221,3081413.0,10000.0,4.237,,5724570.0,0.5723191436212677,3.6108291607148506,1.0,9.210340371976184,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,10.0,6
5666,Salesforce,000470179,US943320693,2016,95.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,5996827.0,2689952.0,3.182,583171.0,25000.0,1.837,1208000.0,17584923.0,0.15296922255502626,0.09724659390707786,1.0,10.126631103850338,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,17.0,6
5667,Sanmina-SCI,001718647,US770228183,2016,0.0,CA,0.0,30.10929306611845,CALIFORNIA,False,False,False,True,2375652.0,434059.0,0.58,64187.0,45397.0,5.181,37746.0,3625222.0,0.11973308117406327,0.027018687922305117,1.0,10.723201302550953,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,27.0,6
5668,Sanofi,003562064,FR395030844,2016,95.0,NJ,1.0,14.10269779966475,NEW JERSEY,False,True,False,False,28130754.9519539,17725738.1973267,0.948,8723727.95677185,121789.0,4.499,5451802.92320251,110334709.121704,0.16065423417915062,0.31011353842694933,1.0,11.710045318192696,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,17.0,6
5669,SAP America Inc.,000918541,US128458298L,2016,100.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,44.0,6
5670,Saul Ewing Arnstein & Lehr LLP,569106807,US363298856L,2016,85.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,95.0,6
5671,SBE,420669265,US941517641,2016,75.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,7669.0,960.0,9.262,-2288.0,49.0,-54.53,7069.0,9703.0,0.09893847263732866,-0.2983439822662668,0.0,3.8918202981106265,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,19.0,6
5672,Schiff Hardin LLP,000444631,US129928823L,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,74.0,6
5673,Scholastic Corp.,000806811,US133385513,2016,65.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,950100.0,0.0,0.741,-393400.0,8900.0,2.364,,1713100.0,0.0,-0.41406167771813496,0.0,9.093806555720231,Printing & Publishing,Media,Low,Low,Low,Low,30.0,6
5674,"Schulte, Roth & Zabel LLP",074262114,US165689610L,2016,85.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,1.0,6
5675,Seaboard Corp.,000000615,US042260388,2016,20.0,KS,0.0,-20.60221107360508,KANSAS,True,False,False,False,2848000.0,499000.0,0.973,-717000.0,12000.0,6.562,,4755000.0,0.1049421661409043,-0.2517556179775281,0.0,9.392661928770137,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,70.0,6
5676,Seagate Technology plc,575506061,IE606203,2016,45.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,3533000.0,4130000.0,,2992000.0,45500.0,3.005,1237000.0,8252000.0,0.5004847309743092,0.8468723464477781,1.0,10.725467604939041,Computer Hardware,Technology,Low,Low,High,Low,16.0,6
5677,Sealed Air Corp.,000011245,US650654331,2016,20.0,NJ,0.0,14.10269779966475,NEW JERSEY,False,True,False,False,2215300.0,3762600.0,1.182,3808900.0,23000.0,6.559,88000.0,7415500.0,0.5073966691389656,1.7193608089197852,1.0,10.043249494911286,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,20.0,6
5678,Selective Insurance Group,000579391,US222168890,2016,55.0,NJ,1.0,14.10269779966475,NEW JERSEY,False,True,False,False,,,0.339,,2250.0,2.155,,7355848.0,,,,7.718685495198466,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,90.0,6
5679,Sempra,000169129,US330732627,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,3110000.0,14429000.0,0.527,16772000.0,16575.0,2.867,,47786000.0,0.3019503620307203,5.392926045016077,1.0,9.715650815054063,Utilities,Energy,Low,High,High,High,20.0,6
5680,Seyfarth Shaw LLP,204129747,US133242396L,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,6
5681,Shearman & Sterling LLP,000483636,US127608020L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,143.0,6
5682,Shell Oil Co.,483865387,US113724672GN,2016,100.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,9.0,6
5683,"Sheppard, Mullin, Richter & Hampton LLP",000432124,US123303037L,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,89.0,6
5684,"Sherwin-Williams Co., The",416436776,US312544592L,2016,20.0,OH,0.0,-8.129574399066165,OHIO,True,False,False,False,,,,,,,,,,,,,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,150.0,6
5685,"Shook, Hardy & Bacon LLP",000075591,US126294705L,2016,100.0,MO,1.0,-18.63711700292494,MISSOURI,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,127.0,6
5686,Sidley Austin LLP,581572208,US378712034L,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,6
5687,Simon Property Group Inc.,001740729,US046268599,2016,10.0,IN,0.0,-19.16519376165923,INDIANA,True,False,False,False,1676135.0,22977104.0,1.795,22417045.0,5000.0,5.901,,31103578.0,0.7387286440164537,13.374247897693206,1.0,8.517193191416238,Property Services,Retailing,Low,Low,Low,Low,18.0,6
5688,Simpson Thacher & Bartlett LLP,000490791,US127590977L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,132.0,6
5689,Sirius XM Radio Inc.,484532972,US116285613GN,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,,,,,,,,6
5690,"Skadden, Arps, Slate, Meagher & Flom LLP",006370920,US149104086L,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,68.0,6
5691,SkyWest Inc.,000436342,US870292166,2016,90.0,UT,1.0,-18.07954799583141,UTAH,False,False,False,True,917792.0,2240051.0,0.375,1988847.0,16900.0,-3.227,,5007966.0,0.4472975655186157,2.166990995781179,1.0,9.735068900911164,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,44.0,6
5692,Slalom,001743222,US191231520L,2016,100.0,WA,1.0,15.70599987518913,WASHINGTON,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,15.0,6
5693,SLM Corp. (Sallie Mae),000819809,US522013874,2016,35.0,DE,1.0,11.43051246631491,DELAWARE,False,True,False,False,,,0.255,,1300.0,1.351,,18533003.0,,,,7.170119543449628,Business Services,Business Services,Low,Low,Low,Low,44.0,6
5694,Snell & Wilmer,000493781,US120272265L,2016,85.0,AZ,1.0,-3.543962396503915,ARIZONA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,78.0,6
5695,Sodexo Inc.,215766085,US203147289L,2016,100.0,MD,1.0,26.40993210006593,MARYLAND,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,50.0,6
5696,Software AG USA Inc.,390011338,US303286979L,2016,60.0,VA,1.0,5.323705819493654,VIRGINIA,False,False,True,False,,,,,,,,,,,,,,,,,,,,6
5697,Sonic Automotive Inc.,000586938,US562010790,2016,0.0,NC,0.0,-3.655228527970941,NORTH CAROLINA,False,False,True,False,2031044.0,839675.0,0.207,2405460.0,9800.0,2.561,,3639336.0,0.23072203281038078,1.1843465725016298,1.0,9.190137664658664,Retail,Retailing,Low,Low,Low,Low,19.0,6
5698,Sony Corporation of America,483846135,US113680428GN,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,21.0,6
5699,Sony Electronics Inc.,226369239,US205494954L,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Computer Hardware,Technology,Low,Low,High,Low,53.0,6
5700,Sony Pictures Entertainment Inc.,312247579,US289086110L,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,,,,,,,,6
5701,Southern Co.,000043097,US580690070,2016,85.0,GA,1.0,-5.131342697410183,GEORGIA,False,False,True,False,9722000.0,42629000.0,0.44,45482000.0,32015.0,2.232,,109697000.0,0.38860679872740367,4.678255502982926,1.0,10.373959821952903,Utilities,Energy,Low,High,High,High,71.0,6
5702,Southwest Airlines Co.,000377559,US741563240,2016,100.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,4498000.0,2946000.0,1.318,207000.0,53500.0,9.375,,23286000.0,0.1265137851069312,0.0460204535349044,1.0,10.887436932884098,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,49.0,6
5703,Squire Patton Boggs,190591346,US262735820L,2016,100.0,OH,1.0,-8.129574399066165,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,15.0,6
5704,Standard Insurance Co.,000049962,US930242990,2016,90.0,OR,1.0,10.97781681836533,OREGON,False,False,False,True,,,,,,0.664,,21792138.976,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,110.0,6
5705,Stanley Black & Decker Inc.,133198510,US060548860,2016,45.0,CT,0.0,13.63938671789509,CONNECTICUT,False,True,False,False,4788500.0,3815300.0,1.105,2695600.0,54023.0,6.191,204400.0,15634900.0,0.24402458602229626,0.5629320246423724,1.0,10.897165160791639,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,115.0,6
5706,Staples Inc.,000795997,US042896127,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,5266000.0,528000.0,0.724,-90000.0,77440.0,-18.099,,8271000.0,0.06383750453391368,-0.017090770983668818,0.0,11.257258721950459,Retail,Retailing,Low,Low,Low,Low,30.0,6
5707,Starbucks Corp.,000809869,US911325671,2016,100.0,WA,1.0,15.70599987518913,WASHINGTON,False,False,False,True,4757900.0,3185300.0,5.548,1322000.0,254000.0,19.687,,14312500.0,0.22255371179039302,0.2778536749406251,1.0,12.445089546000673,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,31.0,6
5708,State Farm Group,263324499,USFEI1017130,2016,100.0,IL,1.0,17.06361362496803,ILLINOIS,True,False,False,False,,,,,,-0.154,,176047941.832,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,94.0,6
5709,State Street Corp.,000416723,US042456637,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,,,0.124,,33783.0,0.882,,242709000.0,,,,10.427712996365136,Business Services,Business Services,Low,Low,Low,Low,57.0,6
5710,Steel Dynamics Inc.,001740129,US351929476,2016,20.0,IN,0.0,-19.16519376165923,INDIANA,True,False,False,False,2929675.0,2353194.0,1.35,1514193.0,7695.0,5.948,,6423732.0,0.366328171847767,0.5168467492127966,1.0,8.94832604627298,Metals & Metal Products,Materials,Low,Low,Low,High,22.0,6
5711,Steelcase Inc.,000036184,US380819050,2016,100.0,MI,1.0,-0.22303326912931,MICHIGAN,True,False,False,False,819200.0,294600.0,0.765,26900.0,11700.0,6.819,35800.0,1792000.0,0.16439732142857144,0.0328369140625,1.0,9.367344120785848,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,104.0,6
5712,Steptoe & Johnson LLP,130609237,US131210737L,2016,85.0,DC,1.0,86.41350075981765,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,71.0,6
5713,Stinson LLP,000730649,US257636633L,2016,85.0,MO,1.0,-18.63711700292494,MISSOURI,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,94.0,6
5714,Stoel Rives LLP,000379907,US128008179L,2016,95.0,OR,1.0,10.97781681836533,OREGON,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,109.0,6
5715,Stryker Corp.,049982256,US381239739,2016,80.0,MI,1.0,-0.22303326912931,MICHIGAN,True,False,False,False,7861000.0,6686000.0,2.195,3530000.0,33000.0,8.06,715000.0,20435000.0,0.3271837533643259,0.4490522834245007,1.0,10.404262840448617,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,70.0,6
5716,Subaru of America Inc.,199789108,US124005180L,2016,85.0,NJ,1.0,14.10269779966475,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,0.0,6
5717,Sullivan & Cromwell LLP,000494559,US127588289L,2016,85.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,137.0,6
5718,Sun Life,133053846,CAFEI1004165,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,,,0.122,,32900.0,1.094,,192327404.850244,,,,10.401227936753463,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,151.0,6
5719,Supervalu Inc.,000043883,US410617000,2016,80.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,1541000.0,1449000.0,0.283,1143000.0,29000.0,18.156,,3580000.0,0.4047486033519553,0.7417261518494485,1.0,10.275051108968611,Retail,Retailing,Low,Low,Low,Low,91.0,6
5720,Synchrony,175699561,US510483352,2016,100.0,CT,1.0,13.63938671789509,CONNECTICUT,False,True,False,False,,,0.332,,26810.0,2.494,,90244900.0,,,,10.196530231230005,Business Services,Business Services,Low,Low,Low,Low,13.0,6
5721,SYNNEX Corp.,000379987,US942703333,2016,40.0,CA,0.0,30.10929306611845,CALIFORNIA,False,False,False,True,3995030.0,601095.0,0.892,578158.0,105500.0,4.505,,5215281.0,0.1152564933701559,0.14471931374733105,1.0,11.566466231898259,Wholesale,Wholesalers,Low,Low,Low,Low,13.0,6
5722,SYSCO Corp.,000361212,US741648137,2016,65.0,TX,0.0,-8.999427598323422,TEXAS,False,False,True,False,10053899.0,7336930.0,1.71,3516102.0,51900.0,5.679,,16721804.0,0.4387642625161735,0.34972521605796913,1.0,10.85707406915398,Wholesale,Wholesalers,Low,Low,Low,Low,47.0,6
5723,T-Mobile USA Inc.,000438505,US911983600,2016,100.0,WA,1.0,15.70599987518913,WASHINGTON,False,False,False,True,,,,,,,,,,,,,Communications,Telecommunications,High,Low,High,Low,17.0,6
5724,T. Rowe Price Associates Inc.,199640015,US123735628L,2016,95.0,MD,1.0,26.40993210006593,MARYLAND,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,79.0,6
5725,Tapestry Inc.,006741238,US522242751,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,2172900.0,861200.0,2.314,-443200.0,15100.0,9.412,,4892700.0,0.1760173319435077,-0.20396704864466841,0.0,9.622450022803015,Textiles & Clothing Manufacturing,Apparel,High,Low,Low,High,16.0,6
5726,Targa Resources Corp.,059551478,US203701075,2016,0.0,TX,0.0,-8.999427598323422,TEXAS,False,False,True,False,1006800.0,4674500.0,0.788,4876000.0,1970.0,-2.161,,12871200.0,0.36317515072409723,4.843067143424712,1.0,7.585788821732034,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,11.0,6
5727,Target Corp.,000043894,US410215170,2016,100.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,11990000.0,11031000.0,0.968,10237000.0,323000.0,7.304,,37431000.0,0.29470225214394485,0.8537948290241868,1.0,12.685407602204794,Retail,Retailing,Low,Low,Low,Low,114.0,6
5728,"TD Bank, N.A.",309242151,USFR552004,2016,100.0,DE,1.0,11.43051246631491,DELAWARE,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,52.0,6
5729,TD Securities (USA) LLC,000570008,US135640479,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,39.0,6
5730,TE Connectivity Inc.,124466600,US253188575L,2016,90.0,PA,1.0,-0.72426963918317,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Wholesale,Wholesalers,Low,Low,Low,Low,9.0,6
5731,Tech Data Corp.,000509380,US591578329,2016,100.0,FL,1.0,-1.198625610785683,FLORIDA,False,False,True,False,7412326.0,989924.0,0.38,-762544.0,9500.0,2.46,,7931866.0,0.12480341952322442,-0.10287512988500505,0.0,9.159047077588632,Wholesale,Wholesalers,Low,Low,Low,Low,42.0,6
5732,TEGNA Inc.,000009219,US160442930,2016,95.0,VA,1.0,5.323705819493654,VIRGINIA,False,False,True,False,790688.0,4042749.0,0.537,4027516.0,10121.0,5.112,,8542725.0,0.47323880845982985,5.093685499210814,1.0,9.222367752188902,Printing & Publishing,Media,Low,Low,Low,Low,44.0,6
5733,TENET Healthcare Corporation,000371493,US952557091,2016,65.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,5257000.0,15064000.0,0.06,14539000.0,130000.0,-0.777,,24701000.0,0.6098538520707664,2.7656458055925435,1.0,11.77528972943772,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,41.0,6
5734,Tenneco Inc.,000913981,US760515284,2016,10.0,IL,0.0,17.06361362496803,ILLINOIS,True,False,False,False,2602000.0,1294000.0,0.813,1037000.0,31000.0,7.984,152000.0,4346000.0,0.29774505292222736,0.3985395849346656,1.0,10.341742483467284,Transport Manufacturing,Transportation,Low,Low,Low,High,20.0,6
5735,Tesla Inc.,152304257,US912197729,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,6259796.0,5978284.0,1.523,3735215.0,30025.0,-2.978,834408.0,22664076.0,0.2637779717999534,0.596699157608331,1.0,10.309785646948184,Transport Manufacturing,Transportation,Low,Low,Low,High,13.0,6
5736,Texas Instruments Incorporated,000046900,US750289970,2016,85.0,TX,1.0,-8.999427598323422,TEXAS,False,False,True,False,7457000.0,2978000.0,4.439,119000.0,29865.0,21.879,1356000.0,16431000.0,0.181242772807498,0.015958160118009924,1.0,10.304442505166406,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,78.0,6
5737,Textron Inc.,000003248,US050315468,2016,55.0,RI,1.0,15.50854907097798,RHODE ISLAND,False,True,False,False,7214000.0,3317000.0,0.854,2382000.0,36000.0,6.264,677000.0,15358000.0,0.2159786430524808,0.3301912947047408,1.0,10.491274217438248,Transport Manufacturing,Transportation,Low,Low,Low,High,49.0,6
5738,Thermo Fisher Scientific Inc.,000003802,US042209186,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,7021000.0,15372400.0,1.214,15825900.0,55000.0,4.404,754800.0,45907500.0,0.3348559603550618,2.2540806152969664,1.0,10.915088464214607,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,56.0,6
5739,Thompson Coburn LLP,200001045,US125514363L,2016,100.0,MO,1.0,-18.63711700292494,MISSOURI,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,87.0,6
5740,Thompson Hine LLP,204165898,US133347444L,2016,100.0,OH,1.0,-8.129574399066165,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,105.0,6
5741,Thomson Reuters,178110946,CA91162NC,2016,100.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,4634000.0,6278000.0,1.146,4833000.0,45700.0,11.123,0.0,27852000.0,0.22540571592704295,1.0429434613724644,1.0,10.729853576882297,Business Services,Business Services,Low,Low,Low,Low,39.0,6
5742,Thrivent Financial,161249925,US390123480,2016,85.0,MN,1.0,1.519840857489626,MINNESOTA,True,False,False,False,,,,,,0.637,,88292420.009,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,114.0,6
5743,Tiffany & Co.,000002246,US133228013,2016,95.0,NY,1.0,23.74554029410604,NEW YORK,False,True,False,False,3573600.0,878400.0,1.922,179100.0,11900.0,8.751,,5097600.0,0.17231638418079095,0.05011752854264607,1.0,9.38429367909962,Retail,Retailing,Low,Low,Low,Low,32.0,6
5744,"TJX Companies Inc., The",547512524,US349672145L,2016,100.0,MA,1.0,26.76386230581614,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,,,,,,,,6
5745,Toyota Motor North America Inc.,561623031,US359719295L,2016,100.0,CA,1.0,30.10929306611845,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,,,,,,,,6
5746,Tractor Supply Company,000043241,US133139732,2016,0.0,TN,0.0,-26.00570089556452,TENNESSEE,False,False,True,False,1517809.0,289769.0,3.72,247147.0,26000.0,16.341,,2674942.0,0.10832720858994326,0.16283142345314858,1.0,10.165851817003619,Wholesale,Wholesalers,Low,Low,Low,Low,34.0,6
5747,"Transamerica Corp., The",000042867,US149133378L,2016,90.0,IA,1.0,-9.409547899181135,IOWA,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,172.0,6
5748,Travel + Leisure Co.,016894558,US200052541,2016,95.0,NJ,1.0,14.10269779966475,NEW JERSEY,False,True,False,False,1812000.0,5224000.0,,5314000.0,37800.0,6.223,,9819000.0,0.5320297382625522,2.932671081677704,1.0,10.54006438160768,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,13.0,6
